0	0	0	0	0	0
0	0	0	0	0	0
0	1	0	0	1	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
1	1	0	0	1	1
0	1	0	0	1	0
1	0	0	0	0	1
1	0	0	0	0	1
1	0	0	0	0	1
2	1	1	1	1	2
1	0	0	0	0	1
2	0	0	0	0	2
2	1	1	1	1	2
0	0	0	0	0	0
0	0	0	0	0	0
1	1	1	1	1	1
0	0	0	0	0	0
1	2	2	2	2	1
1	0	1	1	0	1
0	1	0	0	1	0
1	0	0	0	0	1
0	0	1	1	0	0
1	0	1	1	0	1
1	0	1	1	0	1
2	1	2	2	1	2
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
2	1	1	1	1	2
3	1	2	2	1	3
3	1	2	2	1	3
4	3	3	3	3	4
3	2	2	2	2	3
3	2	1	1	2	3
3	2	1	1	2	3
4	2	2	2	2	4
3	2	1	1	2	3
5	4	3	3	4	5
7	4	4	4	4	7
9	6	6	6	6	9
8	7	5	5	7	8
9	5	6	6	5	9
10	7	9	9	7	10
6	4	4	4	4	6
4	2	2	2	2	4
3	1	2	2	1	3
2	1	1	1	1	2
2	1	1	1	1	2
1	1	1	1	1	1
2	2	2	2	2	2
2	2	2	2	2	2
1	1	1	1	1	1
3	2	1	1	2	3
2	1	1	1	1	2
2	2	1	1	2	2
3	1	1	1	1	3
4	2	2	2	2	4
4	3	3	3	3	4
3	3	3	3	3	3
3	3	4	4	3	3
3	2	5	5	2	3
8	2	10	10	2	8
8	4	10	10	4	8
8	6	10	10	6	8
7	7	9	9	7	7
23	24	25	25	24	23
26	27	28	28	27	26
24	26	27	27	26	24
19	20	21	21	20	19
13	11	15	15	11	13
5	3	6	6	3	5
0	0	1	1	0	0
0	0	1	1	0	0
1	1	1	1	1	1
2	1	0	0	1	2
3	2	0	0	2	3
3	4	0	0	4	3
0	0	1	1	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
1	1	1	1	1	1
3	3	3	3	3	3
3	3	3	3	3	3
3	2	2	2	2	3
3	2	2	2	2	3
3	2	2	2	2	3
2	1	1	1	1	2
2	1	1	1	1	2
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
2	0	0	0	0	2
1	0	0	0	0	1
1	0	0	0	0	1
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
1	1	1	1	1	1
0	0	0	0	0	0
0	0	0	0	0	0
1	1	1	1	1	1
1	1	1	1	1	1
0	0	0	0	0	0
1	0	0	0	0	1
1	1	1	1	1	1
1	1	1	1	1	1
4	4	4	4	4	4
12	12	12	12	12	12
13	14	13	13	14	13
9	10	9	9	10	9
4	4	2	2	4	4
1	1	1	1	1	1
0	1	0	0	1	0
1	1	1	1	1	1
1	1	0	0	1	1
1	1	0	0	1	1
2	2	0	0	2	2
2	1	0	0	1	2
2	1	0	0	1	2
1	0	0	0	0	1
2	1	0	0	1	2
2	1	0	0	1	2
1	1	0	0	1	1
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
1	1	0	0	1	1
0	0	0	0	0	0
0	0	0	0	0	0
1	1	1	1	1	1
0	1	0	0	1	0
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
6	6	6	6	6	6
4	4	4	4	4	4
3	3	2	2	3	3
0	1	0	0	1	0
0	1	0	0	1	0
0	1	0	0	1	0
0	1	0	0	1	0
1	1	0	0	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	2	2	2	2	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
2	1	1	1	1	2
1	1	1	1	1	1
2	1	1	1	1	2
3	1	2	2	1	3
3	2	2	2	2	3
3	3	4	4	3	3
3	3	4	4	3	3
3	3	4	4	3	3
1	1	1	1	1	1
0	1	1	1	1	0
1	1	1	1	1	1
1	1	0	0	1	1
1	0	1	1	0	1
1	1	1	1	1	1
1	1	1	1	1	1
3	1	1	1	1	3
3	2	1	1	2	3
2	1	1	1	1	2
2	1	0	0	1	2
2	1	1	1	1	2
2	1	1	1	1	2
2	2	1	1	2	2
1	0	0	0	0	1
2	1	2	2	1	2
7	6	6	6	6	7
6	5	7	7	5	6
3	3	4	4	3	3
2	2	3	3	2	2
4	4	6	6	4	4
14	14	16	16	14	14
25	25	27	27	25	25
31	32	33	33	32	31
2	1	3	3	1	2
3	2	3	3	2	3
3	1	4	4	1	3
4	1	5	5	1	4
4	1	4	4	1	4
4	0	3	3	0	4
4	1	5	5	1	4
3	2	4	4	2	3
0	0	1	1	0	0
0	0	0	0	0	0
1	1	1	1	1	1
0	2	0	0	2	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
1	0	0	0	0	1
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	1	0	0	1	0
0	0	0	0	0	0
1	1	0	0	1	1
1	0	0	0	0	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
2	1	1	1	1	2
2	1	1	1	1	2
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
2	1	1	1	1	2
2	2	2	2	2	2
1	2	1	1	2	1
12	11	12	12	11	12
8	8	8	8	8	8
7	7	7	7	7	7
3	4	4	4	4	3
4	3	3	3	3	4
3	2	2	2	2	3
1	1	1	1	1	1
1	1	1	1	1	1
2	2	1	1	2	2
1	1	1	1	1	1
1	1	1	1	1	1
1	2	1	1	2	1
1	2	1	1	2	1
1	2	1	1	2	1
2	2	1	1	2	2
1	2	1	1	2	1
1	2	0	0	2	1
1	2	0	0	2	1
1	3	1	1	3	1
0	2	1	1	2	0
0	2	0	0	2	0
0	2	0	0	2	0
0	2	0	0	2	0
0	2	0	0	2	0
0	2	1	1	2	0
0	2	1	1	2	0
0	1	0	0	1	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
2	0	0	0	0	2
2	1	0	0	1	2
2	1	1	1	1	2
3	1	1	1	1	3
3	1	1	1	1	3
2	0	1	1	0	2
3	1	2	2	1	3
2	0	1	1	0	2
1	0	1	1	0	1
1	1	2	2	1	1
2	2	3	3	2	2
2	2	3	3	2	2
1	1	3	3	1	1
1	2	2	2	2	1
1	1	1	1	1	1
1	1	0	0	1	1
0	0	0	0	0	0
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
2	1	2	2	1	2
2	1	1	1	1	2
2	2	2	2	2	2
2	2	2	2	2	2
2	2	2	2	2	2
3	2	2	2	2	3
3	1	2	2	1	3
2	1	2	2	1	2
2	1	2	2	1	2
2	1	2	2	1	2
2	1	2	2	1	2
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
2	1	1	1	1	2
2	1	2	2	1	2
