2	2	2	2	2	2
1	1	1	1	1	1
2	3	2	2	3	2
3	3	3	3	3	3
3	2	2	2	2	3
2	2	2	2	2	2
0	0	1	1	0	0
0	0	0	0	0	0
0	0	0	0	0	0
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
0	1	1	1	1	0
0	0	0	0	0	0
1	1	1	1	1	1
1	1	1	1	1	1
1	2	2	2	2	1
2	0	3	3	0	2
2	1	3	3	1	2
3	2	3	3	2	3
2	3	3	3	3	2
22	21	22	22	21	22
27	26	27	27	26	27
28	27	27	27	27	28
25	25	24	24	25	25
17	16	16	16	16	17
7	7	7	7	7	7
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	1	0	0	1	0
0	1	0	0	1	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
3	1	1	1	1	3
4	2	2	2	2	4
4	2	2	2	2	4
3	2	2	2	2	3
6	5	5	5	5	6
5	4	4	4	4	5
3	1	1	1	1	3
2	0	0	0	0	2
2	1	1	1	1	2
1	1	1	1	1	1
1	0	0	0	0	1
1	0	0	0	0	1
1	0	0	0	0	1
2	1	1	1	1	2
3	1	1	1	1	3
3	1	1	1	1	3
6	4	4	4	4	6
4	2	2	2	2	4
3	1	1	1	1	3
3	2	1	1	2	3
1	1	1	1	1	1
1	1	1	1	1	1
2	1	1	1	1	2
4	2	2	2	2	4
5	3	2	2	3	5
3	2	2	2	2	3
3	1	1	1	1	3
3	2	1	1	2	3
4	3	1	1	3	4
4	2	1	1	2	4
4	3	2	2	3	4
3	3	2	2	3	3
2	2	2	2	2	2
1	2	2	2	2	1
3	3	5	5	3	3
3	4	4	4	4	3
1	2	2	2	2	1
1	2	2	2	2	1
0	1	1	1	1	0
0	0	1	1	0	0
0	0	1	1	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
1	0	0	0	0	1
0	0	0	0	0	0
2	2	2	2	2	2
3	3	3	3	3	3
1	1	1	1	1	1
1	0	0	0	0	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	0	0	1	1
1	1	1	1	1	1
1	1	1	1	1	1
2	0	0	0	0	2
4	1	1	1	1	4
10	8	8	8	8	10
15	13	13	13	13	15
15	15	16	16	15	15
12	10	10	10	10	12
7	5	5	5	5	7
2	0	0	0	0	2
1	1	1	1	1	1
1	1	1	1	1	1
1	0	0	0	0	1
1	1	1	1	1	1
3	2	1	1	2	3
3	2	1	1	2	3
3	2	2	2	2	3
3	1	1	1	1	3
4	1	1	1	1	4
4	1	1	1	1	4
4	2	1	1	2	4
3	1	1	1	1	3
3	2	1	1	2	3
3	2	2	2	2	3
3	2	1	1	2	3
3	1	1	1	1	3
2	1	1	1	1	2
3	1	1	1	1	3
3	1	1	1	1	3
3	1	1	1	1	3
5	1	1	1	1	5
5	1	1	1	1	5
5	1	0	0	1	5
4	1	1	1	1	4
3	2	1	1	2	3
2	1	1	1	1	2
3	1	1	1	1	3
2	1	1	1	1	2
2	0	0	0	0	2
2	0	0	0	0	2
3	1	0	0	1	3
3	1	1	1	1	3
2	0	0	0	0	2
2	0	0	0	0	2
2	0	0	0	0	2
2	0	0	0	0	2
1	0	0	0	0	1
1	0	0	0	0	1
1	0	0	0	0	1
1	0	0	0	0	1
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
1	1	1	1	1	1
0	0	0	0	0	0
1	0	0	0	0	1
2	0	0	0	0	2
2	0	0	0	0	2
2	0	0	0	0	2
2	0	0	0	0	2
9	3	6	6	3	9
17	11	14	14	11	17
28	22	26	26	22	28
36	30	33	33	30	36
21	17	20	20	17	21
14	11	13	13	11	14
4	2	4	4	2	4
1	0	1	1	0	1
1	0	1	1	0	1
2	0	1	1	0	2
4	0	2	2	0	4
8	0	2	2	0	8
10	0	1	1	0	10
13	1	1	1	1	13
21	2	3	3	2	21
28	3	4	4	3	28
35	4	7	7	4	35
42	9	11	11	9	42
46	7	10	10	7	46
51	11	13	13	11	51
72	32	34	34	32	72
77	33	34	34	33	77
76	34	30	30	34	76
72	30	24	24	30	72
67	23	15	15	23	67
68	24	17	17	24	68
62	22	17	17	22	62
65	23	18	18	23	65
81	38	36	36	38	81
76	32	29	29	32	76
85	40	39	39	40	85
81	40	39	39	40	81
83	43	41	41	43	83
83	41	37	37	41	83
82	42	39	39	42	82
82	40	36	36	40	82
53	35	34	34	35	53
54	36	32	32	36	54
51	34	32	32	34	51
50	30	29	29	30	50
53	29	27	27	29	53
51	27	25	25	27	51
48	27	27	27	27	48
48	26	26	26	26	48
33	20	23	23	20	33
26	20	23	23	20	26
26	20	24	24	20	26
28	19	20	20	19	28
23	15	15	15	15	23
22	16	16	16	16	22
20	12	12	12	12	20
21	13	13	13	13	21
18	13	13	13	13	18
22	15	14	14	15	22
13	8	7	7	8	13
10	4	4	4	4	10
9	5	5	5	5	9
9	3	4	4	3	9
10	4	5	5	4	10
6	4	4	4	4	6
6	3	4	4	3	6
6	5	4	4	5	6
6	4	4	4	4	6
6	5	6	6	5	6
5	6	4	4	6	5
5	3	3	3	3	5
4	2	1	1	2	4
3	1	0	0	1	3
2	1	1	1	1	2
2	0	0	0	0	2
2	1	0	0	1	2
1	1	1	1	1	1
1	1	1	1	1	1
1	0	1	1	0	1
1	0	0	0	0	1
1	1	1	1	1	1
0	1	0	0	1	0
1	1	0	0	1	1
1	2	1	1	2	1
1	1	1	1	1	1
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
2	1	1	1	1	2
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
1	0	0	0	0	1
1	0	0	0	0	1
0	0	0	0	0	0
1	1	1	1	1	1
1	1	1	1	1	1
0	0	0	0	0	0
0	0	0	0	0	0
0	0	1	1	0	0
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	2	2	1	1
1	1	2	2	1	1
1	1	2	2	1	1
1	2	2	2	2	1
3	3	3	3	3	3
4	4	4	4	4	4
2	2	2	2	2	2
1	1	1	1	1	1
2	1	2	2	1	2
2	2	2	2	2	2
1	1	2	2	1	1
2	2	2	2	2	2
3	2	3	3	2	3
4	3	4	4	3	4
2	2	2	2	2	2
2	2	3	3	2	2
3	3	3	3	3	3
2	3	3	3	3	2
2	3	3	3	3	2
1	2	1	1	2	1
8	9	9	9	9	8
7	8	9	9	8	7
8	9	10	10	9	8
5	6	7	7	6	5
7	5	6	6	5	7
4	2	3	3	2	4
2	1	1	1	1	2
1	1	1	1	1	1
1	1	1	1	1	1
1	0	1	1	0	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
1	1	1	1	1	1
0	1	0	0	1	0
0	1	1	1	1	0
1	2	1	1	2	1
1	2	2	2	2	1
3	3	3	3	3	3
2	2	2	2	2	2
2	3	1	1	3	2
1	2	1	1	2	1
1	1	1	1	1	1
1	1	1	1	1	1
0	1	1	1	1	0
0	1	0	0	1	0
0	0	0	0	0	0
0	0	0	0	0	0
0	1	1	1	1	0
0	0	0	0	0	0
0	1	1	1	1	0
1	1	1	1	1	1
1	1	0	0	1	1
1	0	0	0	0	1
1	1	0	0	1	1
2	0	0	0	0	2
1	1	0	0	1	1
1	1	0	0	1	1
1	0	0	0	0	1
1	0	0	0	0	1
1	1	0	0	1	1
1	1	0	0	1	1
1	1	0	0	1	1
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
1	0	0	0	0	1
1	1	0	0	1	1
1	1	0	0	1	1
1	1	0	0	1	1
1	1	0	0	1	1
1	1	0	0	1	1
1	1	0	0	1	1
0	1	0	0	1	0
0	0	0	0	0	0
0	0	0	0	0	0
0	1	0	0	1	0
0	1	0	0	1	0
0	1	0	0	1	0
0	1	0	0	1	0
0	1	0	0	1	0
